Metacritic,RecommendationCount,SteamSpyOwners
86,3554,158366
0,171,17218
0,0,717
0,0,0
0,0,533
0,0,0
0,0,7712
0,0,1435
0,0,4484
0,0,0
0,830,32462
0,0,0
0,0,14707
74,1406,99180
0,319,102409
0,0,717
0,0,6457
0,191,125903
0,0,0
0,0,0
0,0,0
0,0,0
0,112,17038
0,0,28337
0,0,34256
0,0,7174
83,229,11478
0,1942,43941
0,242,19370
0,0,539
0,0,1435
0,391,36408
0,0,539
0,154,19728
0,0,1255
0,0,0
0,0,19370
0,0,4663
0,0,3408
0,0,808
0,0,2332
40,148,4125
0,0,808
0,0,0
0,0,1793
0,0,0
0,0,0
63,0,8250
0,175,29772
0,0,0
0,0,4484
0,0,22777
0,145,16141
0,0,7174
0,0,717
0,0,9326
0,153,94876
0,0,808
0,657,354036
0,0,14886
0,0,8071
0,316,295030
0,5445,1879404
0,0,18294
0,231,42865
0,0,0
0,337,31027
0,0,2511
0,0,2332
0,432,13631
63,1731,390265
0,4776,5995836
0,0,26723
0,0,0
0,0,808
0,103,78555
0,0,35332
0,0,2511
0,0,8609
0,0,3587
0,0,9506
0,0,19728
0,0,2690
0,112,107251
0,0,3766
73,401,63310
0,0,2870
0,2692,248579
0,0,1793
0,1188,121240
0,0,1435
0,131,44120
0,206,10402
0,0,1614
0,0,8609
71,1036,87702
0,0,6098
0,0,0
0,360,13631
0,0,1076
66,0,897
0,0,5919
0,126,10044
0,224,12913
0,509,30848
0,0,10940
64,183,40712
0,0,24571
0,0,1067
0,0,0
0,0,2690
0,0,15245
0,0,75147
0,0,2511
0,477,21881
0,0,7174
0,0,1614
0,0,4663
0,0,2152
0,356,21343
0,0,533
0,5638,426673
0,0,9147
0,0,6277
0,0,7533
0,0,7533
0,0,2332
0,0,3946
0,0,533
0,0,2332
0,0,4125
0,139,28517
0,0,3049
0,0,6277
0,0,7891
0,0,1973
71,185,12734
0,0,1614
0,0,9506
0,1260,263106
0,0,0
0,0,14707
0,0,0
0,447,20087
0,0,11299
0,0,1255
0,0,10582
0,301,13631
0,679,143659
0,432,134512
0,0,2332
0,0,9506
0,165,11478
0,0,2152
0,126,5022
0,0,0
0,0,2152
74,950,63848
0,0,16680
0,0,16141
0,0,4663
0,657,108148
0,0,8250
0,1410,73354
0,255,31924
0,0,1076
87,1026,199616
0,263,23136
0,0,5201
0,0,5201
0,0,5201
0,0,5380
0,0,4125
0,0,12196
0,314,219165
0,473,36767
85,200,60082
0,0,2152
0,285,74071
0,625,27261
0,147,17038
0,0,3228
0,0,110121
0,0,110121
64,0,101153
69,121,71560
0,0,1255
0,0,0
0,198,19908
0,143,27440
0,0,538
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,803
81,0,10582
80,0,11120
71,0,9864
0,0,0
0,0,0
0,607,44479
0,0,1435
0,0,0
0,0,0
0,0,0
0,0,5022
0,0,1077
0,837,88240
0,0,3766
0,0,3587
0,0,1347
0,0,5560
0,0,2332
0,0,538
0,0,2152
0,0,0
0,0,0
0,0,10223
0,0,1793
0,145,15065
0,0,63669
70,1464,54702
0,0,0
0,0,539
0,678,17397
0,0,1614
0,309,18652
0,126,69767
0,754,122496
0,0,6457
0,0,87164
0,0,6995
0,0,6815
0,0,8429
0,0,3587
0,0,6457
0,0,10582
0,995,210915
0,0,6815
0,0,539
0,835,22060
0,202,12913
0,488,399950
0,0,1255
0,0,5919
0,215,14169
0,0,0
0,0,2870
0,0,0
0,119,123572
0,0,717
0,142,8429
0,0,13631
0,138,18294
0,1072,91648
0,211,14527
0,0,2870
87,416,14527
0,0,6995
0,1779,121958
0,0,538
0,526,459135
0,0,538
0,0,6995
88,28507,1879942
0,254,94697
83,1726,82501
84,997,72099
0,0,0
0,0,0
0,0,1614
0,0,0
0,0,1255
0,0,16500
0,0,717
0,0,1255
0,107,14707
0,0,0
0,498,67615
0,234,0
0,0,12016
0,0,11120
0,0,4304
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,17756
0,0,2870
0,198,115322
0,286,33538
0,0,0
0,0,31566
0,264,9864
0,102,5380
0,0,1255
0,478,133077
0,0,0
0,0,9685
0,0,4304
0,0,12016
0,204,12016
0,0,74251
0,120,33000
0,0,0
0,155,12375
0,565,204100
0,0,0
0,0,808
0,0,0
0,0,0
0,0,22957
0,113,6098
0,0,2332
0,0,1255
0,282,39457
0,0,3408
0,0,1076
0,0,1973
0,0,8609
0,1047,160159
0,0,808
59,117,17576
0,0,0
0,116,9147
0,899,37843
0,366,29234
0,283,64925
0,0,4484
0,0,0
0,204,10223
0,0,10044
55,111,5022
0,0,0
0,0,11837
0,0,49321
0,162,4842
0,876,251627
0,0,78376
0,0,3408
0,0,5022
0,0,1973
0,178,3408
0,0,40712
0,0,533
0,0,1973
0,0,32821
0,0,538
0,297,153165
0,0,10223
0,0,1070
0,1916,140431
0,0,0
0,0,0
0,168,111914
0,0,0
0,0,2332
0,0,9685
0,281,35332
0,0,1973
0,0,2870
0,0,12554
0,328,235845
0,0,7353
0,0,21881
0,0,14886
0,0,3587
0,0,1255
0,0,21701
0,0,1435
0,0,7712
0,0,3408
0,0,2332
0,0,0
0,300,139175
0,0,0
0,110,9147
0,597,56316
0,0,4842
0,0,9506
0,105,6636
0,264,95235
81,301,27440
0,883,160518
0,0,8788
0,0,10223
0,266,13451
0,0,3408
0,0,10044
0,0,0
0,0,897
0,0,0
0,0,1973
0,120,4125
0,0,1076
0,328,9685
0,0,1347
0,0,0
0,0,0
0,0,1067
0,0,1255
0,0,897
0,0,0
0,167,7533
0,0,0
0,24543,1469591
76,364,17935
0,710,290188
0,0,1793
0,236,78734
0,0,535
0,0,11658
0,359,8788
0,0,9506
0,219,23674
0,0,0
0,2470,240508
0,157,48604
0,176,31386
0,0,4304
0,0,18652
0,0,533
0,516,41788
0,149,13631
0,0,0
0,0,9864
76,239,8967
0,0,0
0,0,36587
0,0,535
0,207,11120
0,0,12016
0,6603,213067
0,0,4663
0,0,11837
0,0,36049
0,0,24571
0,0,7891
0,0,1255
0,0,4663
0,720,97746
0,0,5919
0,107,10044
0,154,15065
0,0,8609
0,0,2332
0,0,535
0,0,27082
0,0,12554
0,0,539
78,582,27261
0,238,22239
55,0,5380
0,315,30669
0,0,25109
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,3228
0,0,0
0,170,22957
0,0,1614
0,0,8250
0,0,0
0,0,4842
0,3733,166974
0,0,3766
0,0,0
0,0,61696
0,0,21163
0,0,3228
0,0,4842
0,0,1076
0,304,30489
0,0,0
0,0,533
0,0,3049
0,0,1435
0,0,2152
0,706,97387
0,0,17038
0,597,214143
0,118,11658
0,0,8250
0,187,80349
0,0,2511
0,0,9506
0,0,1076
0,182,14527
0,0,5201
0,0,7712
0,0,0
0,0,0
0,389,14527
0,1617,104202
76,1095,122496
0,101,26006
0,0,1255
80,548,38381
0,0,5380
0,0,2870
0,0,12016
0,0,5380
0,0,1614
0,0,535
0,0,4663
0,479,131643
0,276,22060
79,0,8250
0,0,0
0,296,32821
0,0,0
0,0,12913
0,0,1076
0,0,3587
0,0,4304
0,281,200154
0,0,0
0,0,539
0,261,221497
0,0,1255
0,0,7891
0,0,0
0,0,1347
0,211,180246
0,0,1076
0,0,0
0,415,310633
0,0,535
0,0,1793
0,200,140072
0,0,897
67,0,1614
0,0,2332
0,0,18294
0,118,803
83,1855,215578
0,0,1793
0,194,5022
0,0,11299
0,0,0
75,534,32642
58,0,0
0,0,6277
0,0,1616
0,0,1435
0,0,4304
0,0,9326
74,315,55957
0,0,1070
0,0,4484
0,351,20446
0,0,1435
0,0,13451
0,117,96131
0,0,2690
0,0,0
0,0,0
0,0,3766
0,0,31386
0,0,24571
0,0,0
0,0,0
0,0,8250
0,0,20267
0,5171,259878
51,0,16321
0,104,7533
0,0,6277
0,0,21881
0,0,1435
0,0,1070
0,0,1605
0,0,1077
0,0,6457
0,0,808
0,0,4125
0,0,3408
0,203,13451
0,0,1255
0,7445,859981
0,0,0
49,0,4484
0,500,36408
0,244,14707
0,0,4484
0,0,0
0,0,0
0,137,73892
0,321,132360
0,0,533
0,0,1793
0,0,1793
0,0,0
0,0,2134
0,0,1614
0,0,3408
0,0,8788
0,241,47169
0,279,18114
0,0,9506
0,0,1255
0,0,1255
0,0,10044
76,0,81604
0,0,0
0,0,538
0,0,539
0,893,52549
71,0,4484
0,0,2155
0,0,10044
0,157,20984
0,0,0
0,0,1973
0,0,5380
0,0,0
0,0,0
0,1824,134871
0,0,3408
0,0,12913
68,0,5739
0,0,0
0,0,0
0,0,0
0,0,0
0,132,6277
0,0,74789
0,0,1255
0,179,10940
0,0,6098
0,0,14527
71,432,37663
0,0,2870
0,160,64566
0,661,12913
0,0,897
0,678,25647
0,224,10223
0,920,63669
0,3195,1219218
0,118,14527
0,0,897
0,106,15603
0,12547,666463
0,0,10582
0,0,1435
0,0,0
46,136,3946
0,8300,669512
0,247,18114
0,0,11837
0,220,74968
70,191,4663
72,258,23495
0,0,1793
0,0,0
0,0,22060
0,236,3946
0,0,20267
0,194,8071
0,0,0
0,273,28875
0,0,897
0,0,1435
0,0,1605
0,0,0
0,0,3228
0,0,1793
0,0,0
0,215,6815
0,184,5380
0,183,6098
0,0,4125
67,135,2870
0,0,0
0,0,2870
0,0,8967
0,0,6815
0,0,9685
0,0,8250
0,0,1435
0,0,7712
0,456,26185
0,0,6098
0,0,5739
0,803,345248
0,204,3408
0,0,5380
0,0,12196
0,0,8071
69,0,2152
0,1408,84832
0,0,1435
0,225,22777
0,5028,465233
0,0,5380
74,165,8609
0,0,11478
0,0,897
0,0,11299
0,0,0
0,0,50218
0,151,9864
0,382,28158
0,0,0
0,0,1973
0,232,119985
0,0,0
0,0,12375
0,0,3766
0,268,26006
0,0,5560
0,0,9326
0,0,6098
0,0,10223
0,0,1435
0,0,1255
0,0,6636
0,0,17038
0,574,121778
0,193,83756
0,0,0
0,0,1076
0,0,0
0,370,121240
0,111,5739
0,0,8250
85,0,6457
0,2177,127518
0,137,27979
0,105,18652
0,0,18294
0,213,15245
63,916,194774
0,0,1255
0,0,23495
0,257,7353
0,164,10044
0,0,314579
0,0,15783
0,362,65283
0,0,10761
0,203,21163
0,0,8788
0,0,0
0,0,7174
0,0,717
0,0,535
0,0,1973
0,0,2690
0,0,1076
0,1239,34435
0,0,538
0,352,16141
0,0,1255
0,221,17038
0,0,17218
0,0,12913
0,3956,692648
80,126,13989
0,0,24930
0,218,200872
0,0,25826
0,0,0
0,0,7712
0,0,5380
0,0,21881
0,0,1435
0,0,5201
0,158,4663
0,0,1614
0,0,0
0,270,83398
0,184,71919
0,800,123931
0,185,105099
0,180,10582
0,360,23674
0,0,0
0,0,1255
0,0,5560
0,0,8609
0,162,88599
0,252,17756
0,0,3408
0,0,3049
0,0,1255
0,0,3946
0,0,533
0,0,16500
0,0,1793
0,0,3587
0,0,897
0,141,8429
0,0,0
0,152,78914
0,228,12375
0,2113,76582
0,0,0
0,0,0
0,0,16141
0,0,0
0,0,0
0,237,208763
0,0,12016
0,0,897
0,0,10582
0,0,0
0,0,897
0,0,3049
0,0,1076
0,0,0
0,0,11120
0,110,83936
0,0,31924
0,0,4125
0,0,1076
0,0,1255
0,124,26544
0,0,897
0,0,1255
0,0,12913
0,0,3049
0,0,897
41,0,6815
0,0,2152
0,0,1614
0,0,0
0,0,3766
0,0,3587
0,0,3228
0,0,21343
0,0,1793
76,0,1076
0,0,1793
0,0,1793
0,0,5022
0,106,3766
0,409,16859
0,0,4842
0,0,2870
0,0,0
0,0,0
0,0,53626
73,135,10044
74,0,1076
0,129,5201
0,0,5739
0,5378,434385
0,1331,680094
75,0,717
52,0,1255
0,0,0
0,0,1255
0,0,539
0,0,1614
0,513,19190
0,0,0
0,0,717
0,0,1793
0,0,8788
0,0,1347
0,0,0
0,112,20625
0,0,0
0,0,7353
0,0,17576
0,0,92365
0,0,0
0,0,1793
0,14894,3186504
0,0,0
0,208,7533
0,0,2511
0,0,539
0,1860,118909
0,0,538
0,155,8429
0,197,158904
0,145,13810
0,253,12913
0,0,13272
0,0,11299
0,0,535
0,692,239970
0,0,107072
0,0,2332
0,0,0
0,0,1067
0,283,36229
0,0,897
0,0,1614
0,0,2332
0,366,140072
0,1760,39816
0,0,1255
0,0,7891
0,0,0
0,0,717
0,0,3049
0,0,897
0,162,8788
0,0,0
0,136,11837
0,507,144376
0,0,79990
0,0,0
0,0,45913
0,0,5560
0,0,10582
0,161,88957
0,0,7353
0,0,0
0,3834,296465
0,0,533
0,113,104381
0,139,3766
0,3387,239252
0,113,19370
0,0,1614
0,1160,118191
0,0,2152
0,0,5380
0,0,0
54,0,6995
0,0,897
0,0,0
0,0,0
0,0,3766
0,0,5380
0,0,4663
0,0,2870
0,0,3587
0,0,1973
0,0,3408
0,0,1076
0,2946,89316
0,0,4484
0,0,0
0,227,170741
0,0,3049
0,0,2332
65,339,24571
0,0,13093
0,115,98642
0,0,0
0,0,0
0,0,1338
0,0,533
0,124,7174
0,0,1973
0,0,0
0,0,0
0,0,1973
0,0,0
0,190,139893
0,0,0
54,0,3946
0,0,7353
76,751,27979
0,0,897
0,0,0
0,0,0
0,0,5560
0,0,3049
0,0,0
54,0,1616
0,0,2152
0,0,3408
0,0,2690
0,735,245350
0,0,12016
0,1183,354395
0,201,97028
0,106,9147
0,0,0
0,0,0
0,158,897
0,0,2690
0,0,10402
0,0,1873
0,0,24930
0,653,50218
0,0,10402
0,0,6277
0,0,0
0,0,2332
0,0,3408
0,108,5022
0,0,9147
0,0,3049
0,335,6815
0,169,9864
0,353,13093
0,0,0
0,433,123213
0,0,538
0,0,5022
0,0,20625
0,0,0
0,0,5201
0,0,717
0,0,897
0,0,808
0,0,1255
0,0,8429
0,0,3049
0,579,79273
0,0,808
0,0,6636
0,12947,565848
0,0,0
0,0,0
0,0,0
0,0,82860
0,0,21343
0,0,0
0,0,717
0,0,4125
0,0,5919
0,0,0
0,0,3946
0,0,0
0,0,5201
0,0,8429
0,0,4125
0,371,156752
0,0,16500
0,0,7891
0,0,60620
0,0,70484
0,293,99360
0,3358,617142
0,238,40712
0,0,1076
0,0,1614
0,0,0
0,0,3408
0,164,70305
0,0,0
0,268,146529
0,0,0
0,0,0
0,0,533
0,531,116039
0,0,1077
0,0,0
0,0,0
0,0,2152
0,0,717
0,0,538
0,0,4484
72,127,10402
0,0,0
0,0,0
0,0,0
0,121,28875
0,741,79631
0,0,1338
0,151,165360
0,836,94876
0,0,2332
0,0,2690
0,794,219524
0,0,27799
0,0,538
0,0,0
0,0,0
0,128,64745
0,0,9506
0,0,533
0,0,0
0,196,57571
0,0,1070
74,501,32642
0,102,79452
0,0,3946
0,0,2511
0,0,15065
0,0,0
0,0,1435
0,0,0
0,115,3186504
0,0,5560
0,0,1435
0,0,0
0,0,2511
0,0,2332
0,0,535
0,164,37843
0,179,8071
0,0,9685
0,465,89675
0,0,4663
0,0,0
0,124,13093
0,0,0
0,0,3228
0,0,2152
0,0,0
0,0,12016
0,0,10761
0,0,7891
0,0,4304
0,0,1793
0,0,3228
0,0,3049
0,0,13451
0,0,5022
0,342,39636
0,0,17935
0,0,1338
0,0,1070
0,0,15783
0,256,144914
0,0,6815
0,291,106892
0,0,533
0,0,2332
0,0,1605
0,0,1605
0,0,4304
78,203,6457
0,0,0
0,0,19190
0,239,67973
0,0,2870
0,0,535
0,0,897
0,0,2690
0,0,1076
0,0,5380
0,0,538
0,0,2870
0,144,125365
0,0,0
0,0,0
0,0,3228
63,0,5739
0,0,5739
0,926,79452
0,488,33538
0,0,0
0,852,87523
0,476,18294
0,0,0
0,0,27261
0,4409,1504922
0,162,97028
0,0,0
0,0,3946
0,263,88419
0,0,44837
0,0,2332
0,0,4304
0,243,13451
0,304,128594
0,0,0
73,0,0
0,0,535
0,322,152088
0,0,0
0,0,2424
0,0,0
0,0,2870
0,0,3049
0,353,286959
0,0,0
0,0,1076
0,0,4842
0,0,3228
0,0,1076
0,0,1793
0,113,16500
0,0,2152
0,0,10402
0,0,10582
41,0,3228
0,1476,187241
0,0,0
0,0,2152
70,0,1347
0,0,717
0,0,1255
0,0,0
0,0,3766
0,1430,149398
0,0,897
0,0,538
0,0,1255
0,0,533
0,0,717
0,0,0
0,255,229747
0,0,1614
0,0,3408
0,0,1255
0,0,539
0,0,2332
0,141,8609
0,0,9506
0,0,11837
0,0,533
0,0,2152
0,181,58109
0,0,533
0,669,97925
0,140,41968
0,0,2690
0,0,11478
0,0,4125
0,0,2690
0,0,0
0,0,1973
0,0,6815
0,0,10402
0,0,4484
0,0,10582
0,0,31566
0,183,85191
0,0,1435
0,0,2511
0,0,897
0,0,2690
0,0,3049
0,0,70305
0,2079,728697
0,0,1076
0,0,1614
0,0,1076
0,0,1070
0,124,11299
0,0,535
0,0,5739
0,0,35870
0,128,8967
0,0,0
0,0,4663
0,0,2511
0,0,1793
0,107,58827
0,0,10761
0,0,0
0,0,1255
0,0,0
0,0,0
0,0,9147
0,0,803
0,0,803
0,124,13810
0,565,81604
0,0,6277
0,0,7174
0,0,0
0,0,717
0,704,94159
0,0,13989
0,0,539
0,0,2152
0,0,0
0,0,6277
0,0,2332
0,0,9147
0,0,4304
0,0,11299
0,0,1435
0,0,4304
0,0,0
0,0,0
0,0,0
0,1100,52908
0,0,3408
0,0,2690
0,0,808
0,0,1435
0,121,5560
0,0,1067
0,0,1614
0,0,2870
0,0,2152
0,171,16321
0,291,11299
0,0,3408
0,0,3587
0,0,7533
58,0,11478
0,0,7174
0,0,8250
0,0,11837
0,0,0
0,0,5022
0,0,539
0,0,3766
0,185,43582
0,0,78914
0,0,0
0,0,90213
0,0,16141
0,0,808
0,0,84653
0,0,3946
0,0,0
0,0,2870
0,0,7353
0,151,75147
0,0,0
0,0,808
0,0,232437
0,0,3408
0,0,2870
0,0,1614
0,0,1435
0,0,3587
0,0,4125
0,184,165181
0,0,8071
0,0,0
57,1212,42685
0,1051,45913
0,0,0
0,191,52011
0,0,0
0,0,2332
0,0,1973
0,1207,75865
0,355,166795
0,0,2511
0,208,157110
0,0,37305
0,238,108686
0,0,1614
0,0,24033
0,0,0
0,0,6636
0,133,29593
0,0,8967
0,128,6277
0,0,5022
0,0,0
0,231,81604
0,0,11120
0,0,4484
0,0,2511
0,178,12554
0,0,0
0,0,6457
0,0,2152
0,0,10582
0,142,15603
0,104,31924
0,0,23315
68,460,111735
0,0,0
0,0,0
0,130,47707
0,0,2870
0,144,18832
50,598,10761
0,0,717
0,0,14348
0,108,32462
0,0,34256
0,0,6457
0,0,8967
81,599,71202
0,0,6636
0,0,13272
0,0,2511
0,0,10044
0,0,57571
0,0,2870
0,0,20267
0,0,9147
0,0,67256
0,0,73533
0,0,1070
0,153,53805
0,0,0
0,0,46810
0,0,1338
0,0,535
0,0,3228
0,0,20984
0,0,6995
0,0,0
0,0,2690
0,0,21881
0,0,0
0,0,4484
0,0,0
0,0,13451
0,0,72278
0,128,63848
0,302,92903
0,716,126800
0,357,83398
0,0,3049
0,0,1616
0,0,0
0,0,1600
0,0,44658
0,1260,356726
0,0,0
0,0,4842
0,0,0
0,0,64745
0,0,9506
0,592,181143
0,0,0
0,0,5022
53,211,17756
0,0,3228
0,0,1435
0,0,6636
0,0,23315
0,0,808
0,0,2152
0,126,26185
0,217,64566
0,0,1614
0,0,12913
0,166,13272
0,1952,107072
0,0,717
0,0,4663
0,679,171996
0,1582,95593
0,0,1973
0,260,18832
0,0,2690
0,0,2870
0,0,0
0,0,33180
0,1279,45555
0,0,1614
0,309,12016
0,0,5919
0,189,9147
0,0,12734
0,0,3766
0,0,3228
0,0,4304
0,0,3228
0,0,22598
0,0,5739
0,0,2332
0,0,0
0,0,17756
0,373,68512
0,0,0
0,0,808
0,0,2870
0,960,408379
0,0,1076
0,0,8250
0,357,31027
0,0,1973
0,0,6815
0,0,2332
0,0,6815
0,218,10761
0,0,22239
0,0,0
0,0,3408
0,0,533
0,0,8967
0,0,20805
0,0,3587
0,0,803
0,0,0
0,0,0
0,125,77300
0,0,0
0,0,1255
0,0,3766
0,0,0
0,0,24212
0,0,0
0,0,11299
0,0,3228
0,447,59903
72,0,2690
0,0,3587
0,0,0
0,165,26006
0,0,8609
0,0,7353
0,199,8609
0,0,0
0,0,28337
0,400,21701
0,0,3946
0,143,87343
0,0,808
0,146,6457
0,0,0
0,0,0
0,0,6277
0,131,9506
0,0,7891
0,0,0
0,0,0
0,0,9685
0,0,717
68,113,8250
0,0,3049
0,0,1077
0,279,131284
0,221,14169
0,0,808
0,0,82501
0,0,6995
0,134,154061
0,449,159621
0,0,0
0,0,1076
0,0,5380
0,0,1076
0,0,717
0,0,3049
0,0,0
0,0,0
0,706,52729
0,0,21343
0,0,535
0,0,112990
0,0,5560
0,0,2511
0,0,3228
0,0,0
0,0,0
0,242,11837
0,0,0
0,0,1793
0,0,808
0,0,2152
0,0,0
0,0,20446
0,0,3228
0,0,1614
0,0,5201
0,0,2690
0,0,535
0,0,0
0,164,13989
0,0,2690
0,0,1255
0,0,0
0,0,2332
0,0,48066
0,0,4125
0,116,19728
0,0,0
0,0,3587
0,362,111555
0,0,0
0,0,8429
0,0,17756
0,191,75327
0,0,4842
0,0,0
0,0,4842
0,121,19190
0,562,47348
0,137,6457
0,0,12554
0,118,12913
0,0,1255
0,520,14169
0,0,8609
0,0,1067
0,0,10402
0,0,2332
0,0,82142
0,0,8250
0,0,897
0,0,5380
0,0,0
0,0,0
0,0,11658
0,0,0
0,0,0
0,0,0
0,0,0
0,0,2332
0,0,5919
0,0,4663
0,0,1435
0,0,0
0,0,5201
0,0,0
0,0,3049
0,301,137023
0,0,1435
0,0,0
0,0,2690
0,438,163926
0,0,538
0,0,0
0,0,7891
0,0,26902
0,0,533
0,0,0
0,0,0
0,0,2511
0,0,0
0,0,8788
0,111,77658
0,0,3049
0,400,115142
0,0,0
0,0,1070
0,0,6636
0,0,0
0,0,0
0,0,0
0,0,11658
0,0,4663
0,0,57930
0,0,717
0,0,0
0,0,1973
0,125,8967
0,204,89137
0,0,3049
0,0,2332
0,0,803
0,0,2870
0,0,0
0,0,897
0,323,45734
0,0,22060
0,0,1600
0,0,12734
0,111,8429
0,0,1067
0,0,6815
0,0,1973
0,0,19908
0,0,533
0,0,5739
0,0,1435
0,0,47886
0,0,15245
0,0,38201
0,127,2332
0,0,12016
0,0,0
0,0,4304
0,0,0
0,0,0
0,0,1435
0,0,21881
0,0,0
0,0,1076
0,217,7174
0,0,533
0,210,6995
0,0,46990
0,304,24930
0,0,1614
0,0,2870
0,0,251627
0,261,13093
0,0,717
0,0,2332
0,0,9326
0,0,11478
0,0,2870
0,248,145273
0,0,535
0,133,17756
0,0,1973
0,0,0
0,0,1076
0,0,57033
0,287,7712
0,0,3408
0,0,15245
0,0,1255
0,0,0
0,0,0
0,0,3408
0,0,75865
0,270,23495
0,0,0
0,149,138817
0,139,149757
0,457,43761
0,0,539
63,389,12375
0,0,13631
0,0,2332
0,0,538
0,0,0
0,0,535
0,0,2690
0,0,0
0,0,0
0,0,0
0,0,0
0,0,1793
0,0,0
0,0,0
0,0,0
0,0,2870
0,0,22598
0,0,1973
0,0,0
0,0,5022
0,0,6636
0,119,24212
0,0,22419
0,0,0
0,0,30310
0,114,81066
0,138,65104
0,0,0
0,0,4842
0,434,28337
0,216,15065
0,0,0
0,0,11120
0,0,2152
0,0,6815
0,0,44120
0,0,17576
0,0,2152
0,0,8071
0,0,31924
0,0,1070
0,0,11120
0,0,897
0,0,2332
0,129,10940
0,0,10402
0,134,98284
0,0,39816
0,0,1435
0,0,2511
0,0,533
0,0,1255
0,0,1793
0,0,0
0,0,1076
0,0,5380
0,0,0
0,0,0
0,0,6815
0,1979,309557
0,0,0
0,0,0
0,140,37125
0,162,3228
0,784,34256
0,0,808
0,118,10044
0,0,0
0,0,0
0,0,1793
0,0,0
0,121,1614
0,0,897
0,0,808
0,0,0
0,0,1076
55,0,4125
0,0,1614
0,0,36049
76,178,18114
0,0,0
0,0,3766
0,0,2155
0,0,10402
0,0,4842
0,0,0
0,0,40354
0,0,2690
0,0,0
0,122,23315
0,0,803
0,0,533
0,186,79452
0,0,69588
0,0,0
0,0,1614
0,121,12554
0,0,0
0,0,2332
0,0,897
0,0,2152
0,0,2152
0,0,0
0,0,2690
0,0,3228
0,0,1614
0,101,3766
0,2120,305253
0,163,78734
0,0,1435
0,0,1793
0,240,128235
0,0,538
0,0,1614
0,0,12196
0,130,6457
0,0,4842
0,0,2511
0,0,73533
0,0,8071
0,0,17218
0,0,56136
0,0,4842
0,593,31566
0,0,10582
0,0,0
0,0,17397
0,164,26544
0,1125,230644
0,0,1614
0,0,0
0,0,99898
0,0,5022
0,190,81783
0,269,46272
0,0,0
0,0,3587
0,0,6636
0,0,5380
0,0,24571
0,0,0
0,0,0
0,0,45913
0,0,0
0,0,1076
0,0,1614
0,0,42506
0,0,0
0,0,533
0,0,0
0,0,1435
0,0,7174
0,0,10582
0,0,2152
0,0,897
0,0,55957
0,1000,353139
0,0,897
0,125,68332
0,0,3766
0,144,8429
0,0,0
0,0,0
0,0,3408
0,0,22060
0,0,42685
0,365,55778
0,0,0
0,0,25468
0,225,10582
0,0,0
0,0,0
0,0,0
0,0,11478
0,0,0
0,0,38381
0,240,88061
0,0,61158
0,0,5380
0,0,27979
0,563,23853
0,0,3766
0,0,1616
0,166,84474
0,427,85729
0,0,1076
0,0,0
0,0,808
0,0,2152
0,0,1077
0,0,0
0,0,31745
0,122,22777
0,0,2690
0,0,17935
0,0,1614
0,0,1886
0,0,2511
0,0,10223
0,0,4842
0,0,0
0,0,25826
0,0,17038
0,0,0
0,0,3587
0,0,0
0,0,31386
0,0,535
0,0,3408
0,0,0
0,0,0
0,0,1076
0,0,1255
0,0,9685
0,0,808
0,0,808
0,126,11478
0,0,3587
0,0,539
0,0,9864
0,164,11299
0,0,2870
0,0,54702
0,0,4842
0,229,8429
0,0,808
0,0,0
0,0,0
0,202,121061
0,0,13451
0,568,214861
0,0,54881
0,0,897
0,0,2332
0,0,1435
0,0,1076
0,0,49321
0,101,11837
0,0,2690
0,0,533
0,0,7712
0,0,1614
0,0,897
0,0,0
0,0,2152
0,0,2870
0,0,14527
0,0,897
0,0,4663
0,0,533
0,0,19908
0,0,3049
0,0,2332
0,0,2690
0,0,0
0,0,1793
0,0,3766
0,0,1435
0,0,9506
0,0,6815
0,0,6815
0,0,1793
59,0,1793
0,0,6636
0,0,4484
0,0,533
0,0,0
0,0,533
0,0,0
0,0,16500
0,0,0
0,0,0
0,0,0
0,0,538
0,0,0
0,0,535
0,0,0
0,0,0
0,0,539
0,0,897
0,0,0
0,0,533
0,0,0
0,0,2152
0,0,0
0,187,60979
0,0,1793
0,0,1255
0,0,533
0,0,2332
0,0,13810
0,0,3228
0,0,10223
0,866,48783
0,0,0
0,0,3587
0,0,46810
0,0,48245
0,0,0
0,0,5560
0,0,20984
0,0,7174
0,0,13272
0,0,6457
0,110,49680
0,123,3946
0,0,17935
0,3180,1098516
0,0,2155
0,0,10761
0,0,71381
0,0,20984
0,0,9147
0,0,2690
0,0,0
0,0,13989
0,0,2140
0,0,7891
0,0,1255
0,0,0
0,0,0
0,0,0
0,119,40533
0,222,54881
0,0,14348
0,0,2690
0,258,20625
0,0,717
0,126,5201
0,0,3408
0,0,0
0,166,14348
0,0,717
0,0,5560
0,0,0
0,0,0
0,252,67435
0,0,2152
0,0,1255
0,0,1077
0,0,1255
0,296,18473
0,0,1793
0,0,32104
0,1608,118191
0,217,23315
0,0,1076
0,0,2152
0,0,5201
0,0,0
0,0,0
0,0,538
